Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,industry,Summary Quote
HRTX,"Heron Therapeutics, Inc.  ",8.49,245451444,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/hrtx
HSKA,Heska Corporation,13.23,83184365.88,n/a,1997,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/hska
HFFC,HF Financial Corp.,13.33,94049015.2,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hffc
HTWO,HF2 Financial Management Inc.,10.36,246486674,n/a,2013,Finance,Business Services,http://www.nasdaq.com/symbol/htwo
HIBB,"Hibbett Sports, Inc.",42.28,1062368545,n/a,1996,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/hibb
HPJ,Highpower International Inc,7.71,116052138.2,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/hpj
HIHO,Highway Holdings Limited,2.903,10984586.22,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/hiho
HIMX,"Himax Technologies, Inc.",9.06,1544953864,n/a,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/himx
HIFS,Hingham Institution for Savings,81.25,172839062.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hifs
HMNF,"HMN Financial, Inc.",13.065,58404979.04,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hmnf
HMSY,HMS Holdings Corp,19.29,1692257958,n/a,1992,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/hmsy
HOLI,"Hollysys Automation Technologies, Ltd.",22.06,1269659417,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/holi
HOLX,"Hologic, Inc.",24.21,6724561998,n/a,1990,Health Care,Medical Electronics,http://www.nasdaq.com/symbol/holx
HBCP,"Home Bancorp, Inc.",22.53,159890160.5,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/hbcp
HOMB,"Home BancShares, Inc.",30.41,2020994136,n/a,2006,Finance,Major Banks,http://www.nasdaq.com/symbol/homb
HFBL,"Home Federal Bancorp, Inc. of Louisiana",19.19,42284051.98,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hfbl
HMIN,Home Inns & Hotels Management Inc.,31.23,1491924369,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/hmin
HLSS,"Home Loan Servicing Solutions, Ltd.",21.8,1548165608,n/a,2012,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/hlss
AWAY,"HomeAway, Inc.",33.06,3107291680,n/a,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/away
HMST,"HomeStreet, Inc.",17.75,263640235.3,n/a,2012,Finance,Banks,http://www.nasdaq.com/symbol/hmst
HTBI,"HomeTrust Bancshares, Inc.",14.64,300299310.7,n/a,2012,Finance,Savings Institutions,http://www.nasdaq.com/symbol/htbi
HKTV,Hong Kong Television Network Limited,6.26,253222208.3,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/hktv
HOFT,Hooker Furniture Corporation,15.32,164889022.1,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/hoft
HFBC,"HopFed Bancorp, Inc.",11.48,84023681.28,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hfbc
HBNC,Horizon Bancorp (IN),23.58,217190333.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbnc
HZNP,Horizon Pharma plc,12.18,1292668223,n/a,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/hznp
HRZN,Horizon Technology Finance Corporation,13.99,134617655.8,n/a,2010,n/a,n/a,http://www.nasdaq.com/symbol/hrzn
ZINC,Horsehead Holding Corp.,16.8,851976686.4,n/a,2007,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/zinc
HMHC,Houghton Mifflin Harcourt Company,19.71,2769239863,n/a,2013,Consumer Services,Books,http://www.nasdaq.com/symbol/hmhc
HWCC,Houston Wire & Cable Company,12.16,214446050.6,n/a,2006,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/hwcc
HOVNP,Hovnanian Enterprises Inc,15.95,79750000,n/a,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/hovnp
HBMD,"Howard Bancorp, Inc.",10,41042240,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbmd
HSNI,"HSN, Inc.",61.04,3193411185,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/hsni
HUBG,"Hub Group, Inc.",40.25,1506473740,n/a,1996,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/hubg
HCBK,"Hudson City Bancorp, Inc.",9.84,5203047108,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/hcbk
HSON,"Hudson Global, Inc.",3.75,123777543.8,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/hson
HDSN,"Hudson Technologies, Inc.",3.28,105063077.3,n/a,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/hdsn
HBAN,Huntington Bancshares Incorporated,9.8,8006622501,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hban
HBANP,Huntington Bancshares Incorporated,1326.1,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbanp
HURC,"Hurco Companies, Inc.",36.75,239054340,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/hurc
HURN,Huron Consulting Group Inc.,61.06,1434787697,n/a,2004,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/hurn
HTCH,Hutchinson Technology Incorporated,3.63,101850659.8,n/a,1985,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/htch
HBP,"Huttig Building Products, Inc.",3.7,90917772.7,n/a,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/hbp
HYGS,Hydrogenics Corporation,16.9,170504877.4,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/hygs
HPTX,"Hyperion Therapeutics, Inc.",25.51,525452913.7,n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/hptx
IDSY,"I.D. Systems, Inc.",7.28,89360769.68,n/a,1999,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/idsy
IACI,IAC/InterActiveCorp,65.42,5455149671,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/iaci
IKGH,Iao Kun Group Holding Company Limited,2.53,146465555.7,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/ikgh
IBKC,IBERIABANK Corporation,63.86,2134195963,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibkc
ICAD,icad inc.,10.02,154749471.2,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/icad
IEP,Icahn Enterprises L.P.,105.51,12664510587,n/a,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/iep
ICFI,"ICF International, Inc.",32.53,633374356.6,n/a,2006,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/icfi
ICLR,ICON plc,56,3466240680,n/a,1998,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/iclr
ICON,"Iconix Brand Group, Inc.",37.78,1817868458,n/a,n/a,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/icon
ICUI,"ICU Medical, Inc.",63.21,965157029.8,n/a,1992,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/icui
IPWR,Ideal Power Inc.,7.45,52264305.35,n/a,2013,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ipwr
INVE,"Identiv, Inc.",13.32,134006512.7,n/a,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/inve
IDRA,"Idera Pharmaceuticals, Inc.",2.4,201041263.2,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/idra
IDXX,"IDEXX Laboratories, Inc.",117.31,5897178275,n/a,1991,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/idxx
DSKY,iDreamSky Technology Limited,17.97,760547688.4,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dsky
IROQ,"IF Bancorp, Inc.",16.8,73544637.6,n/a,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/iroq
IGTE,iGATE Corporation,36.53,2151990775,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/igte
IRG,"Ignite Restaurant Group, Inc.",5.95,155932215.3,n/a,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/irg
RXDX,"Ignyta, Inc.",7.34,143714175.9,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rxdx
IIVI,II-VI Incorporated,11.95,743913873.7,n/a,1987,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/iivi
KANG,"iKang Healthcare Group, Inc.",18.76,1228462543,n/a,2014,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/kang
IKAN,"Ikanos Communications, Inc.",0.3624,35980399.11,n/a,2005,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ikan
IKNX,Ikonics Corporation,17.7599,35841005.55,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/iknx
ILMN,"Illumina, Inc.",163.88,22844872000,n/a,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/ilmn
ISNS,"Image Sensing Systems, Inc.",3.71,18491200.21,n/a,1995,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/isns
IMMR,Immersion Corporation,9.03,257890813.1,n/a,1999,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/immr
ICCC,ImmuCell Corporation,5.3,16043280.2,n/a,1987,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/iccc
IMDZ,Immune Design Corp.,14.25,240264077.3,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imdz
IMNP          ,Immune Pharmaceuticals Inc.,3.37,58675019.45,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/imnp          
IMGN,"ImmunoGen, Inc.",10.82,929523434.7,n/a,1989,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imgn
IMMU,"Immunomedics, Inc.",3.41,317522102.3,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/immu
IPXL,"Impax Laboratories, Inc.",24.31,1718689165,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ipxl
IMMY,"Imprimis Pharmaceuticals, Inc.",7.67,70359241.68,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/immy
IMRS,Imris Inc,0.61,31738889.26,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/imrs
SAAS,"inContact, Inc.",8.62,524258823.2,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/saas
INCY,Incyte Corporation,48.66,8194925146,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/incy
INDB,Independent Bank Corp.,36.01,861078718.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/indb
IBCP,Independent Bank Corporation,12.07,276911159.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibcp
IBTX,"Independent Bank Group, Inc",49.22,805766198.5,n/a,2013,Finance,Major Banks,http://www.nasdaq.com/symbol/ibtx
IDSA,"Industrial Services of America, Inc.",6,47738460,n/a,n/a,Basic Industries,Miscellaneous,http://www.nasdaq.com/symbol/idsa
INFN,Infinera Corporation,10.74,1328221675,n/a,2007,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/infn
INFI,"Infinity Pharmaceuticals, Inc.",13.65,663203595.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/infi
IPCC,Infinity Property and Casualty Corporation,64.7,744092313.8,n/a,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ipcc
INFA,Informatica Corporation,31.68,3484863360,n/a,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/infa
III,"Information Services Group, Inc.",3.89,144378482,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/iii
IFON,InfoSonics Corp,1.96,28141801.52,n/a,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/ifon
IMKTA,"Ingles Markets, Incorporated",23.92,544413841.9,n/a,1987,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/imkta
INWK,"InnerWorkings, Inc.",8.16,429288575,n/a,2006,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/inwk
INNL,Innocoll AG,6.5999,130694625.3,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/innl
INOD,Innodata Inc.,2.96,74798510.32,n/a,1993,Technology,EDP Services,http://www.nasdaq.com/symbol/inod
IPHS,"Innophos Holdings, Inc.",57.11,1247471491,n/a,2006,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/iphs
IOSP,Innospec Inc.,36.93,901588450,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/iosp
ISSC,"Innovative Solutions and Support, Inc.",5.29,89693579.32,n/a,2000,Technology,EDP Services,http://www.nasdaq.com/symbol/issc
INGN,"Inogen, Inc",19.99,364618459.6,n/a,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ingn
INO,"Inovio Pharmaceuticals, Inc.",10.44,630565455.6,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ino
NSIT,"Insight Enterprises, Inc.",22.7,930022722.8,n/a,1995,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/nsit
ISIG,"Insignia Systems, Inc.",3.16,40133485.2,n/a,1991,Consumer Services,Advertising,http://www.nasdaq.com/symbol/isig
INSM,"Insmed, Inc.",13.42,664531774.7,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insm
IIIN,"Insteel Industries, Inc.",21,384450465,n/a,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/iiin
PODD,Insulet Corporation,37.19,2078238452,n/a,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/podd
INSY,"Insys Therapeutics, Inc.",36.2,1249268769,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insy
IART,Integra LifeSciences Holdings Corporation,50.31,1640039691,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/iart
IDTI,"Integrated Device Technology, Inc.",15.47,2301872960,n/a,1984,Technology,Semiconductors,http://www.nasdaq.com/symbol/idti
IESC,"Integrated Electrical Services, Inc.",7.81,170013094,n/a,n/a,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/iesc
ISSI,"Integrated Silicon Solution, Inc.",13.73,421652597.5,n/a,1995,Technology,Semiconductors,http://www.nasdaq.com/symbol/issi
INTC,Intel Corporation,34.14,1.69027E+11,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/intc
IQNT,"Inteliquent, Inc.",12.41,410862337.6,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/iqnt
IPCI,Intellipharmaceutics International Inc.,3.07,71620370.77,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ipci
IPAR,"Inter Parfums, Inc.",26.5,819908092,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ipar
IBKR,"Interactive Brokers Group, Inc.",24.88,1420622846,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ibkr
ININ,"Interactive Intelligence Group, Inc.",41.245,865053286.1,n/a,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/inin
ICPT,"Intercept Pharmaceuticals, Inc.",246.51,5230439073,n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/icpt
ICLD,"InterCloud Systems, Inc",4.57,63737748.87,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/icld
ICLDW,"InterCloud Systems, Inc",2.5193,0,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/icldw
IDCC,"InterDigital, Inc.",39.77,1583858703,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/idcc
TILE,"Interface, Inc.",16.1,1070242751,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/tile
IMI,"Intermolecular, Inc.",2.26,107999383.9,n/a,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/imi
IMCB,Intermountain Community Bancorp,19.05,127652183.1,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/imcb
ITMN,"InterMune, Inc.",73.91,8010795439,n/a,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itmn
INAP,Internap Network Services Corporation,6.61,359487613,n/a,1999,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/inap
IBOC,International Bancshares Corporation,25.07,1676988657,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/iboc
ISCA,International Speedway Corporation,31.75,1479183129,n/a,1996,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/isca
IGLD,Internet Gold Golden Lines Ltd.,9.18,176285247.5,n/a,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/igld
IIJI,"Internet Initiative Japan, Inc.",9.98,917008128.4,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/iiji
PTNT,Internet Patents Corporation,3.08,23876012.16,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ptnt
INPH,Interphase Corporation,2.99,25047546.94,n/a,1984,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/inph
XENT,"Intersect ENT, Inc.",15.71,367076026.8,n/a,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/xent
INTX,"Intersections, Inc.",3.9,72199128.3,n/a,2004,Technology,EDP Services,http://www.nasdaq.com/symbol/intx
ISIL,Intersil Corporation,14.56,1885730741,n/a,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/isil
IILG,"Interval Leisure Group, Inc.",19.79,1129907398,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/iilg
IBCA,Intervest Bancshares Corp.,9.54,210129852.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibca
IVAC,"Intevac, Inc.",6.46,152619715.8,n/a,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ivac
INTL,INTL FCStone Inc.,17.66,333420517.4,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/intl
INTLL,INTL FCStone Inc.,25.97,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/intll
ITCI,Intra-Cellular Therapies Inc.,13.21,388198597.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itci
IIN,IntriCon Corporation,6.22,36190684.36,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/iin
INTU,Intuit Inc.,84.85,24228083340,n/a,1993,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/intu
ISRG,"Intuitive Surgical, Inc.",457.54,16449296894,n/a,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/isrg
INVT,"Inventergy Global, Inc.",1.63,38976850.14,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/invt
SNAK,"Inventure Foods, Inc.",13.26,258994240.4,n/a,1996,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/snak
ISTR,Investar Holding Corporation,13.25,95796493,n/a,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/istr
ISBC,"Investors Bancorp, Inc.",10.1,3606892467,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/isbc
ITIC,Investors Title Company,71.8,145676097,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/itic
IPAS,iPass Inc.,1.59,102565306.4,n/a,2003,Technology,EDP Services,http://www.nasdaq.com/symbol/ipas
IPCM,"IPC The Hospitalist Company, Inc.",44.39,763151725.9,n/a,2008,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ipcm
IPGP,IPG Photonics Corporation,66.94,3489217846,n/a,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/ipgp
IRMD,iRadimed Corporation,6.94,74385696,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/irmd
IRIX,IRIDEX Corporation,7.21,71201634,n/a,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/irix
IRDM,Iridium Communications Inc,8.74,813667561.5,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdm
IRDMB,Iridium Communications Inc,340.82,170410000,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdmb
IRDMZ,Iridium Communications Inc,0.5201,0,n/a,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/irdmz
IRBT,iRobot Corporation,31.38,927404237.6,n/a,2005,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/irbt
IRWD,"Ironwood Pharmaceuticals, Inc.",12.99,1810262304,n/a,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/irwd
GNMA,iShares Core GNMA Bond ETF,49.9496,39959680,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gnma
FCHI,iShares FTSE China (HK Listed) Index Fund,49.1399,29483940,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fchi
IFAS,iShares FTSE EPRA/NAREIT Asia Index Fund,31.23,21861000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifas
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,35.191,42229200,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifeu
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,30.09,794376000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifgl
IFNA,iShares FTSE EPRA/NAREIT North America Index Fund,51.21,28165500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifna
SOXX,iShares Goldman Sachs Semiconductor Index Fund,86.44,557538000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/soxx
ACWX,iShares MSCI ACWI ex US Index Fund,45.82,1713668000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwx
ACWI,iShares MSCI ACWI Index Fund,58.98,6428820000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwi
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,62.28,2759004000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aaxj
AXJS,iShares MSCI All Country Asia ex Japan Small Cap Index Fund,61.501,6150100,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axjs
AAIT,iShares MSCI All Country Asia Information Technology Index Fun,33.5,6700000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aait
EEMA,iShares MSCI Emerging Markets Asia Index Fund,59.32,88980000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eema
EMDI,iShares MSCI Emerging Markets Consumer Discrectionary Sector I,55.12,5512000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emdi
EEME,iShares MSCI Emerging Markets EMEA Index Fund,49.5,9900000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eeme
EMEY,iShares MSCI Emerging Markets Energy Sector Capped Index Fund,36.56,1828000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emey
EMFN,iShares MSCI Emerging Markets Financials Sector Index Fund,25.61,6402500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emfn
EGRW,iShares MSCI Emerging Markets Growth Index Fund,55.9,5590000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/egrw
EEML,iShares MSCI Emerging Markets Latin America Index Fund,43.71,13113000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eeml
EMMT,iShares MSCI Emerging Markets Materials Sector Index Fund,15.55,6997500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emmt
EVAL,iShares MSCI Emerging Markets Value Index Fund,47.6099,23804950,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eval
EUFN,iShares MSCI Europe Financials Sector Index Fund,23.92,435344000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eufn
IEUS,iShares MSCI Europe Small-Cap ETF,43.3775,36870875,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ieus
FEFN,iShares MSCI Far East Financials Sector Index Fund,28.75,4312500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fefn
QAT,iShares MSCI Qatar Capped ETF,25.99,35086500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qat
UAE,iShares MSCI UAE Capped ETF,24.72,54384000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/uae
IBB,iShares NASDAQ Biotechnology Index Fund,273.97,5369812000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibb
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,34.83,102748500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emif
ICLN,iShares S&P Global Clean Energy Index Fund,11.03,67283000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/icln
NUCL,iShares S&P Global Nuclear Index Fund,36.3505,8724120,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nucl
WOOD,iShares S&P Global Timber &Forestry Index Fund,49.37,284371200,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wood
INDY,iShares S&P India Nifty 50 Index Fund,29.53,668854500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/indy
ISHG,iShares S&P/Citigroup 1-3 Year International Treasury Bond Fun,90.009,175517550,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ishg
IGOV,iShares S&P/Citigroup International Treasury Bond Fund,100.14,555777000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igov
ISIS,"Isis Pharmaceuticals, Inc.",40.3,4744735008,n/a,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/isis
ISLE,"Isle of Capri Casinos, Inc.",7.68,306508154.9,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/isle
ISRL,"Isramco, Inc.",117.51,319355869.4,n/a,1983,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/isrl
ITRI,"Itron, Inc.",38.75,1520736388,n/a,1993,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/itri
